LSOA code (2011),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Children and Young People Sub-domain Score
E01032964,19.976,0.238,0.137,5.867,0.099,0.283
E01032965,9.415,-0.479,-0.702,4.351,0.030,-0.372
E01032966,13.326,-0.080,-0.431,4.575,0.069,-0.243
E01032967,16.441,-0.183,-0.548,3.725,0.067,0.074
E01032968,18.368,0.061,0.395,14.591,0.087,-0.189
E01032969,17.172,-0.228,-0.022,7.010,0.132,0.304
E01032970,33.344,0.196,-0.185,6.954,0.143,1.012
E01032971,24.655,0.780,0.246,28.856,0.106,0.329
E01032972,8.948,-0.372,0.008,28.316,0.070,-0.301
E01032973,5.963,-0.535,-1.504,4.882,0.041,-0.348
E01032974,9.790,-0.076,-0.054,28.059,0.101,-0.096
E01032975,8.820,0.370,0.856,3.176,0.130,-0.114
E01032976,18.304,1.244,0.379,8.754,0.117,0.569
E01032977,28.634,-0.234,0.520,2.998,0.212,1.097
E01032978,38.581,0.977,1.560,19.660,0.233,0.860
E01032979,45.771,1.279,2.112,28.003,0.447,0.774
E01032980,29.462,0.503,1.064,14.118,0.146,0.917
E01032981,31.409,0.296,1.098,21.156,0.172,1.003
E01032982,4.764,-0.499,-0.359,1.284,0.034,-0.672
E01032983,3.598,-1.167,-1.105,0.694,0.054,-0.703
E01032984,4.252,-1.032,-1.906,0.466,0.043,-0.775
E01032985,5.707,-0.795,0.007,9.718,0.054,-0.756
E01032986,17.049,0.785,0.001,37.073,0.215,0.128
E01032987,17.265,0.590,-0.173,16.290,0.118,-0.058
E01032988,20.082,-0.239,-0.817,10.033,0.095,0.257
E01032989,9.063,-0.316,-1.047,9.426,0.122,-0.122
E01032990,9.080,-1.368,-1.565,5.204,0.038,0.001
E01032991,12.659,-0.678,-1.410,14.217,0.067,-0.440
E01032992,17.060,-0.146,-0.954,8.377,0.066,0.173
E01032993,9.542,-0.855,-1.214,3.810,0.036,-0.503
E01032994,6.877,-1.138,-1.508,19.152,0.066,-0.534
E01032995,39.287,-0.159,1.015,13.296,0.089,0.908
E01032996,14.223,-0.427,-1.039,3.470,0.096,-0.175
E01032997,15.288,-0.047,-1.458,2.512,0.100,0.129
E01032998,9.902,-0.480,-1.418,0.678,0.092,-0.138
E01032999,8.379,-0.552,-1.253,1.779,0.073,-0.735
E01033000,32.459,0.449,0.400,22.204,0.278,0.464
E01033002,18.583,0.733,1.203,43.848,0.144,0.475
E01033003,24.203,1.056,0.695,64.223,0.466,0.368
E01033005,18.834,1.149,1.027,53.769,0.358,0.443
E01033006,22.465,0.692,-0.178,55.422,0.169,0.891
E01033008,15.895,0.870,-0.125,75.050,0.196,0.564
E01033010,2.339,0.166,1.497,66.418,0.063,-0.779
E01033011,19.384,1.164,1.528,62.840,0.041,0.763
E01033013,25.832,1.179,1.146,54.780,0.359,0.587
E01033015,6.231,-0.067,-0.240,44.936,0.027,-0.171
E01033016,3.135,0.332,0.785,42.925,0.042,-0.588
E01033018,16.046,0.068,0.601,58.542,0.110,0.582
E01033019,24.279,-0.155,-0.164,37.488,0.056,1.018
E01033021,59.121,1.367,1.432,34.132,0.295,1.510
E01033022,11.234,-1.311,-0.746,4.854,0.117,0.172
E01033023,16.638,-0.457,0.308,17.703,0.104,0.176
E01033024,4.241,-1.223,-1.567,3.024,0.040,-0.668
E01033025,9.647,-0.847,-0.769,3.960,0.050,-0.004
E01033026,10.672,-0.316,-0.499,4.824,0.065,-0.024
E01033027,14.458,-0.896,-0.660,3.208,0.131,0.280
E01033028,16.254,-1.096,-0.160,10.058,0.089,0.250
E01033029,11.616,-1.322,-0.162,9.464,0.102,0.133
E01033030,10.861,0.033,-0.110,49.770,0.121,0.183
E01033031,31.400,1.083,2.158,55.475,0.325,0.811
E01033032,13.109,0.240,0.095,50.561,0.278,0.247
E01033033,22.990,0.378,-0.036,40.605,0.038,0.896
E01033034,33.326,-0.054,0.245,61.771,0.031,1.390
E01033035,59.355,1.336,2.381,71.264,0.454,0.683
E01033036,20.997,0.396,-0.254,8.087,0.179,0.325
E01033037,27.679,0.291,-0.682,5.705,0.189,0.674
E01033038,44.022,0.574,-0.157,29.357,0.219,1.095
E01033039,15.365,0.336,0.054,17.213,0.139,-0.113
E01033040,49.326,1.355,0.607,12.239,0.279,1.202
E01033041,54.342,0.144,-0.281,23.592,0.160,1.578
E01033042,24.418,-0.441,-1.584,44.171,0.084,0.620
E01033043,9.150,-0.075,0.093,11.024,0.214,-0.321
E01033044,6.099,-0.376,-1.233,0.950,0.090,-0.532
E01033045,10.129,-0.781,-0.849,0.690,0.061,-0.066
E01033046,12.612,1.063,0.472,27.378,0.173,-0.394
E01033047,4.583,-0.493,0.110,23.870,0.049,-0.907
E01033048,17.068,0.243,-0.602,19.316,0.233,0.066
E01033049,4.852,0.133,0.647,21.339,0.030,-0.669
E01033050,5.325,-0.334,-1.084,0.916,0.050,-0.659
E01033051,48.260,0.774,0.305,20.778,0.293,1.134
E01033052,16.410,-1.246,-0.428,12.399,0.080,0.382
E01033053,9.499,-1.672,-1.082,4.969,0.048,-0.152
E01033054,20.434,-0.710,-0.707,6.396,0.114,0.102
E01033055,6.014,-1.719,-0.485,3.015,0.054,-0.823
E01033056,18.774,-0.684,-0.129,8.689,0.101,0.011
E01033057,18.555,-0.860,-0.232,4.058,0.100,-0.244
E01033058,18.459,0.351,-1.068,20.398,0.201,0.293
E01033059,3.469,-1.181,-1.292,2.570,0.039,-0.868
E01033060,24.620,1.167,0.534,39.862,0.025,-0.552
E01033061,1.066,-1.171,-1.389,2.833,0.010,-1.506
E01033062,2.868,-1.231,-0.864,1.866,0.019,-1.229
E01033063,13.235,-1.175,0.092,12.609,0.115,0.231
E01033064,14.137,0.005,-0.005,19.886,0.109,0.103
E01033065,10.397,-0.814,-1.534,19.511,0.048,-0.108
E01033066,12.579,-1.005,-3.259,23.918,0.022,0.275
E01033067,45.998,0.912,0.091,15.552,0.270,1.555
E01033068,13.460,-0.447,0.272,41.313,0.209,0.373
E01033069,1.798,0.186,0.612,44.611,0.058,-0.970
E01033070,18.548,0.209,0.466,30.967,0.143,0.660
E01033071,16.075,0.855,0.619,58.509,0.129,0.545
E01033072,26.415,1.079,0.000,26.475,0.185,0.549
E01033073,3.355,0.628,0.562,51.385,0.054,-0.662
E01033074,29.166,0.748,-0.021,1.513,0.291,0.354
E01033075,63.289,1.487,1.461,7.879,0.471,0.851
E01033076,74.566,1.429,0.609,1.685,0.399,1.150
E01033077,26.964,0.373,-0.070,0.525,0.106,-0.327
E01033078,2.024,-1.929,-0.356,24.004,0.021,-0.850
E01033079,4.972,-1.203,-0.108,48.308,0.052,-0.535
E01033080,9.791,-0.382,0.425,40.002,0.099,0.092
E01033081,10.984,0.247,0.725,18.281,0.271,0.110
E01033082,11.004,0.041,0.767,24.909,0.221,-0.073
E01033083,2.576,-0.530,0.869,56.136,0.078,-0.711
E01033084,11.124,-0.634,1.290,33.275,0.141,0.002
E01033085,12.379,0.129,0.230,43.872,0.256,0.276
E01033086,34.493,0.783,0.532,21.286,0.321,0.568
E01033087,8.496,-0.077,0.750,11.600,0.169,-0.365
E01033088,4.500,-0.074,-0.012,6.109,0.034,-0.602
E01033089,21.941,-0.292,0.002,14.198,0.210,0.491
E01033090,21.031,0.365,1.261,45.094,0.193,0.213
E01033091,11.248,-0.249,0.561,42.995,0.070,-0.210
E01033092,20.019,0.601,0.201,29.411,0.253,0.071
E01033093,4.233,-1.109,0.166,49.992,0.154,-0.410
E01033094,31.200,1.793,1.327,56.085,0.320,0.210
E01033095,21.473,0.342,0.260,43.780,0.126,-0.435
E01033096,12.769,0.667,-0.810,13.461,0.119,-0.439
E01033097,20.456,1.648,0.679,62.663,0.239,0.213
E01033098,9.954,-1.374,-1.006,65.322,0.021,0.152
E01033099,4.410,-0.481,0.373,42.077,0.320,-0.468
E01033100,9.827,0.140,0.451,47.933,0.303,-0.120
E01033101,1.359,-1.262,-0.237,36.722,0.151,-0.985
E01033102,12.767,0.059,-0.017,3.293,0.076,-0.126
E01033103,9.873,-1.062,-0.659,3.276,0.028,-0.496
E01033104,17.030,0.961,1.411,64.932,0.107,0.189
E01033105,8.641,0.317,0.065,12.174,0.092,-0.596
E01033106,7.104,0.171,-0.155,11.549,0.074,-0.443
E01033107,14.088,-0.239,-0.149,14.474,0.028,0.096
E01033108,13.923,-0.133,0.004,8.247,0.052,-0.012
E01033109,28.518,1.066,0.198,52.309,0.371,0.377
E01033110,70.390,1.641,1.857,35.158,0.382,1.151
E01033111,69.651,0.938,0.288,35.938,0.289,1.665
E01033112,59.930,1.221,1.389,33.733,0.123,1.382
E01033113,19.514,-0.482,0.573,2.712,0.165,0.667
E01033114,2.883,-1.199,-0.872,3.638,0.045,-0.761
E01033115,2.066,-1.215,-1.187,2.266,0.075,-1.113
E01033116,2.686,-1.418,-0.165,20.772,0.065,-0.951
E01033117,4.765,-1.005,-0.785,3.596,0.066,-0.474
E01033118,2.604,-0.651,0.063,20.896,0.078,-0.825
E01033119,3.768,-1.001,-0.439,4.843,0.126,-0.590
E01033120,22.277,-0.833,0.745,9.580,0.252,0.667
E01033121,9.447,0.349,0.897,7.425,0.159,-0.050
E01033122,58.261,0.826,0.462,27.966,0.315,1.783
E01033123,28.393,0.515,0.878,32.666,0.176,0.627
E01033124,31.116,0.461,1.071,41.922,0.341,1.144
E01033125,23.443,1.164,0.802,31.557,0.277,0.550
E01033126,17.863,-0.150,0.959,47.114,0.115,0.594
E01033127,27.392,0.639,-0.475,12.462,0.216,0.775
E01033128,24.364,1.028,1.274,11.639,0.208,0.464
E01033129,50.215,1.323,1.775,41.126,0.248,1.423
E01033130,40.982,1.211,1.618,39.068,0.255,0.939
E01033131,62.455,0.937,0.872,15.437,0.347,1.439
E01033132,8.960,0.110,0.419,69.609,0.203,0.017
E01033133,0.508,-0.751,-0.284,39.122,0.120,-1.438
E01033135,0.060,-0.808,-0.302,33.487,0.033,-2.001
E01033137,10.958,-0.676,-0.772,18.512,0.164,-0.084
E01033138,7.432,-0.708,0.018,12.480,0.064,-0.597
E01033139,14.536,0.258,0.066,29.285,0.179,0.263
E01033140,4.243,-0.046,1.403,20.086,0.229,-0.593
E01033141,8.312,-0.170,0.594,12.444,0.347,-0.375
E01033142,10.333,-1.627,-0.539,6.298,0.090,-0.192
E01033143,8.652,-1.584,0.027,33.731,0.041,-0.631
E01033144,10.186,-1.364,-1.013,4.363,0.097,-0.196
E01033145,11.012,-0.644,-0.074,5.467,0.181,-0.754
E01033146,33.401,-0.062,0.111,23.112,0.310,0.114
E01033148,27.631,-0.643,0.113,14.880,0.320,0.312
E01033150,18.953,-0.600,-0.169,23.270,0.286,0.094
E01033151,30.651,-0.149,0.224,22.706,0.306,0.016
E01033153,27.348,0.050,0.042,27.367,0.321,-0.003
E01033154,14.288,-1.240,-2.250,16.276,0.027,0.368
E01033156,20.182,-0.656,-1.314,3.446,0.082,0.517
E01033158,7.800,-1.050,-1.276,19.618,0.046,-0.385
E01033159,12.633,-0.961,-1.011,42.549,0.015,0.107
E01033160,31.979,1.900,-0.441,10.414,0.181,0.497
E01033161,21.748,0.665,0.789,2.459,0.114,0.410
E01033163,6.694,-0.061,-0.297,0.586,0.045,-0.408
E01033164,1.054,-0.015,0.779,22.890,0.070,-1.255
E01033166,63.037,1.316,1.281,26.705,0.267,1.760
E01033167,66.610,2.033,0.057,23.342,0.498,1.804
E01033168,4.935,-0.201,-0.875,8.618,0.040,-0.494
E01033169,2.647,-0.095,-0.572,4.311,0.023,-0.790
E01033170,5.683,0.551,-0.706,5.913,0.053,-0.569
E01033171,36.821,0.177,0.440,33.074,0.149,1.258
E01033172,53.355,0.837,-0.754,56.169,0.246,2.098
E01033173,8.803,-0.296,-0.405,6.620,0.038,-0.251
E01033174,22.782,0.435,-0.018,21.720,0.140,0.587
E01033175,6.990,-0.074,-0.020,9.274,0.076,-0.392
E01033176,15.933,1.299,0.689,19.221,0.169,0.250
E01033177,8.692,-0.403,0.700,6.919,0.079,-0.269
E01033178,20.429,-0.101,0.342,10.649,0.181,0.467
E01033179,15.703,-0.105,0.106,12.254,0.203,0.040
E01033180,20.902,0.373,0.466,7.309,0.181,0.554
E01033181,9.143,0.189,0.006,10.815,0.129,-0.465
E01033182,55.711,0.795,0.890,28.812,0.242,1.370
E01033183,52.584,-0.520,-1.406,2.277,0.055,1.835
E01033184,34.023,-0.986,-2.010,6.059,0.051,1.080
E01033185,17.030,-0.362,-1.728,4.940,0.125,-0.074
E01033186,12.589,-1.008,-1.678,20.732,0.052,-0.019
E01033187,79.873,0.970,0.522,24.805,0.457,1.611
E01033188,10.628,-1.309,-0.724,11.569,0.091,-0.241
E01033189,5.751,-1.553,-1.210,7.115,0.071,-0.371
E01033190,5.988,-1.248,-1.950,8.271,0.058,-0.334
E01033191,15.156,-0.532,-0.690,8.077,0.077,0.101
E01033192,21.246,-0.608,-0.482,5.907,0.162,0.720
E01033193,16.397,-1.483,-0.064,5.695,0.078,0.301
E01033194,6.584,-1.430,-1.360,32.014,0.037,-0.235
E01033195,0.469,-0.071,0.078,4.640,0.050,-1.577
E01033197,31.538,1.900,-0.129,23.414,0.256,-0.536
E01033198,39.618,1.011,0.999,2.643,0.271,0.871
E01033200,42.710,0.514,0.347,37.316,0.292,1.221
E01033202,14.781,0.790,-0.041,2.816,0.156,-0.538
E01033203,35.919,0.670,0.901,6.140,0.307,0.964
E01033205,20.372,0.850,0.977,4.404,0.189,-0.011
E01033206,40.054,1.136,0.577,1.391,0.271,1.036
E01033207,11.000,1.010,0.767,50.850,0.252,-0.370
E01033208,1.670,-0.848,0.085,76.757,0.202,-0.982
E01033209,18.867,0.159,0.144,31.929,0.211,0.226
E01033210,7.137,-0.231,-0.268,13.964,0.075,-0.779
E01033211,46.002,0.915,1.594,18.602,0.416,1.329
E01033212,52.055,0.616,0.980,25.616,0.412,1.633
E01033213,7.917,-0.046,-0.302,2.131,0.118,-0.586
E01033214,12.453,-0.260,-0.030,8.087,0.049,-0.047
E01033215,36.366,0.580,1.931,27.884,0.342,1.019
E01033216,33.774,1.106,0.696,38.697,0.282,0.630
E01033217,38.632,1.773,1.567,26.123,0.269,0.749
E01033218,4.846,-0.130,-0.106,19.488,0.077,-0.480
E01033219,4.710,-0.333,-0.008,10.334,0.020,-0.673
E01033220,62.972,2.051,1.348,20.986,0.170,1.421
E01033221,0.546,0.206,-0.455,23.854,0.185,-1.418
E01033223,29.629,1.799,1.349,45.153,0.272,0.703
E01033224,52.420,1.597,2.020,46.858,0.304,1.334
E01033226,39.318,1.682,1.267,43.126,0.278,0.327
E01033228,84.495,2.012,0.951,26.373,0.539,1.568
E01033229,20.617,-0.281,-0.736,27.865,0.138,0.252
E01033231,60.545,1.509,0.659,67.999,0.296,0.792
E01033232,17.941,-0.052,-1.281,2.899,0.059,0.575
E01033233,2.663,-1.222,-1.778,6.772,0.064,-1.018
E01033234,7.319,-1.000,-0.873,3.415,0.105,-0.393
E01033235,2.972,-0.526,-1.392,19.723,0.113,-0.816
E01033236,3.356,-0.658,-1.509,21.649,0.038,-0.743
E01033237,54.510,0.549,0.150,14.983,0.371,1.507
E01033239,11.694,-0.036,-0.648,18.374,0.073,-0.201
E01033241,27.809,0.278,0.939,28.313,0.141,0.866
E01033242,11.952,0.849,0.568,28.206,0.130,-0.186
E01033243,3.749,-0.950,-0.110,17.529,0.029,-0.908
E01033244,13.341,-1.021,-1.168,3.029,0.029,0.000
E01033245,15.965,-0.304,0.267,18.007,0.085,-0.019
E01033246,1.983,0.600,1.337,50.077,0.161,-1.163
E01033247,24.331,0.694,0.992,63.641,0.203,0.846
E01033248,23.125,0.939,1.515,54.665,0.512,0.361
E01033249,15.564,0.743,0.928,64.805,0.233,0.064
E01033250,4.320,-0.416,-0.113,10.731,0.155,-0.493
E01033251,4.966,-1.265,-0.334,26.126,0.056,-0.779
E01033252,1.017,-1.037,-0.745,8.388,0.022,-1.450
E01033253,8.629,-0.550,0.882,45.215,0.111,-0.001
E01033254,3.192,-1.188,-0.928,4.352,0.068,-0.648
E01033255,8.150,-0.040,0.293,12.537,0.134,-0.314
E01033256,1.238,0.571,1.193,43.031,0.081,-1.230
E01033257,4.687,-0.315,-0.687,8.635,0.054,-0.806
E01033258,59.415,0.919,1.008,35.984,0.316,0.273
E01033259,13.300,0.468,0.301,15.457,0.109,0.028
E01033260,39.470,0.414,0.470,12.059,0.170,1.014
E01033261,5.592,0.467,0.208,48.860,0.030,-0.275
E01033262,4.482,0.448,0.403,47.870,0.026,-0.514
E01033263,31.442,0.651,0.429,38.882,0.163,1.289
E01033264,12.108,0.036,0.667,40.105,0.026,0.312
E01033265,9.513,0.573,1.641,49.967,0.044,0.066
E01033266,16.042,0.620,1.157,61.405,0.144,0.557
E01033267,15.577,0.596,1.634,53.355,0.111,0.534
E01033268,36.328,0.727,1.301,23.958,0.110,0.811
E01033269,61.912,0.937,0.163,31.854,0.407,0.899
E01033270,25.700,0.716,1.065,47.508,0.332,0.760
E01033271,42.514,1.464,0.558,49.380,0.385,0.965
E01033272,27.174,0.798,-0.009,42.290,0.290,0.947
E01033273,45.662,0.446,0.667,47.894,0.370,1.463
E01033274,15.124,0.084,1.239,57.780,0.061,0.474
E01033275,4.536,-0.386,0.186,2.704,0.050,-0.534
E01033276,10.816,-0.234,-1.288,48.306,0.030,0.190
E01033277,67.048,1.153,1.899,15.854,0.518,1.195
E01033278,60.347,1.099,0.989,15.162,0.273,1.467
E01033279,69.936,1.032,0.896,11.375,0.312,1.503
E01033280,5.277,-0.076,-0.267,12.169,0.046,-0.902
E01033281,23.641,0.158,0.393,33.444,0.227,0.428
E01033282,1.895,-1.234,-1.154,39.154,0.041,-0.838
E01033283,11.483,0.146,-0.213,33.272,0.142,0.178
E01033285,22.560,0.409,1.129,29.615,0.174,0.704
E01033286,8.289,-0.224,0.435,27.921,0.136,-0.094
E01033288,3.679,0.257,0.169,17.015,0.082,-0.823
E01033289,14.410,-0.536,-0.644,57.786,0.110,0.065
E01033291,18.366,0.054,-0.310,49.756,0.159,0.210
E01033292,40.634,0.845,-0.344,42.740,0.306,1.232
E01033294,10.608,0.096,-1.516,7.534,0.152,-0.379
E01033296,13.934,0.337,-0.004,10.722,0.107,-0.293
E01033297,12.283,-0.268,-0.732,5.932,0.106,0.026
E01033299,18.873,0.876,0.539,42.102,0.172,0.352
E01033300,23.674,1.526,1.062,28.968,0.231,0.362
E01033302,28.407,1.087,0.614,14.961,0.179,0.551
E01033303,28.647,0.892,0.633,60.339,0.247,0.299
E01033305,12.003,-0.964,-0.199,9.887,0.156,0.253
E01033306,6.579,-0.443,0.301,18.177,0.102,-0.269
E01033308,11.891,0.126,-0.158,10.344,0.222,0.123
E01033310,7.506,-0.809,-0.991,11.938,0.098,-0.431
E01033311,20.809,-0.146,0.214,16.791,0.125,0.123
E01033313,4.508,-0.690,-0.512,13.907,0.044,-1.079
E01033314,21.657,-0.070,-0.674,7.861,0.115,0.724
E01033316,11.668,-0.684,0.032,2.916,0.101,0.066
E01033317,24.795,-0.774,0.540,17.730,0.156,0.732
E01033319,11.593,-1.483,-0.565,3.007,0.063,0.026
E01033320,7.185,-0.143,0.133,38.222,0.184,-0.448
E01033322,8.653,0.001,-0.250,51.493,0.268,-0.053
E01033324,13.041,0.259,0.893,52.934,0.220,0.112
E01033325,7.561,-0.139,-0.575,84.098,0.207,-0.047
E01033327,6.939,0.424,1.670,62.106,0.191,-0.247
E01033328,16.614,0.643,1.421,41.037,0.148,0.577
E01033329,25.989,-0.120,0.133,44.192,0.115,1.066
E01033330,43.487,1.995,1.668,25.526,0.438,0.929
E01033331,12.765,-1.618,-1.022,0.534,0.213,0.342
E01033333,8.759,-1.176,-0.566,18.701,0.103,-0.199
E01033334,6.399,-1.227,-0.545,1.424,0.049,-0.208
E01033336,10.996,-1.697,-1.097,1.013,0.042,0.086
E01033338,12.678,-1.025,0.776,7.199,0.178,0.168
E01033339,25.258,-0.339,0.720,7.467,0.154,0.615
E01033341,15.809,0.214,0.986,45.103,0.223,-0.002
E01033342,24.171,0.199,1.114,23.114,0.303,0.985
E01033344,4.030,0.378,1.331,56.184,0.356,-0.482
E01033345,8.287,-0.604,1.152,27.565,0.171,0.013
E01033347,39.037,1.024,1.474,25.532,0.288,1.517
E01033348,34.907,0.779,2.405,33.587,0.367,1.170
E01033350,16.075,-0.304,0.832,27.340,0.176,0.556
E01033352,22.631,1.113,0.760,35.074,0.379,0.852
E01033353,21.054,1.735,0.595,20.273,0.179,0.734
E01033355,27.080,0.478,0.284,37.207,0.380,1.132
E01033356,61.903,1.372,0.844,19.503,0.366,1.544
E01033358,58.842,1.480,1.442,32.164,0.434,1.522
E01033359,19.252,2.026,1.580,25.779,0.263,0.485
E01033361,14.842,1.533,2.266,23.523,0.239,0.237
E01033362,26.782,1.265,0.810,39.405,0.156,1.076
E01033364,21.372,0.716,0.844,30.122,0.132,0.788
E01033366,43.040,0.599,1.346,12.919,0.380,1.040
E01033367,16.712,1.805,2.119,36.631,0.330,0.098
E01033369,54.612,1.179,1.267,15.079,0.352,1.177
E01033370,46.473,1.794,1.621,22.678,0.504,1.373
E01033372,6.427,-0.272,-0.736,25.246,0.047,-0.257
E01033373,14.650,0.663,0.605,15.616,0.201,0.010
E01033375,1.216,-0.475,-0.825,1.861,0.043,-1.190
E01033376,3.158,-0.651,-0.801,1.755,0.028,-0.634
E01033378,2.084,-0.705,-1.013,22.921,0.009,-1.240
E01033380,8.347,-0.925,0.201,20.402,0.024,-0.019
E01033381,27.788,0.496,0.587,38.609,0.261,0.786
E01033383,63.931,0.885,1.057,18.631,0.444,1.398
E01033384,1.763,-0.531,-0.202,25.834,0.025,-1.062
E01033386,16.134,0.022,0.379,8.701,0.134,-0.494
E01033387,12.246,0.394,0.805,30.720,0.124,0.051
E01033388,28.773,0.764,0.394,24.028,0.397,0.552
E01033389,11.180,0.081,-0.088,8.859,0.070,0.065
E01033390,3.708,0.047,-0.433,4.823,0.060,-0.709
E01033391,5.292,0.118,-0.769,9.093,0.048,-0.672
E01033392,41.117,1.146,0.202,16.292,0.262,0.878
E01033393,8.843,-1.417,-0.988,6.585,0.079,-0.060
E01033394,14.693,0.009,0.083,12.814,0.051,0.016
E01033395,18.568,0.705,-0.461,37.263,0.137,0.405
E01033396,30.479,1.317,0.655,23.916,0.489,0.013
E01033397,34.368,0.685,0.436,23.454,0.336,0.993
E01033398,16.598,1.070,0.657,20.362,0.282,-0.028
E01033399,37.437,1.068,0.712,48.452,0.465,1.004
E01033400,42.021,0.824,0.951,40.968,0.299,1.222
E01033401,23.829,0.934,0.795,52.325,0.307,0.652
E01033402,13.374,1.023,-0.611,34.148,0.197,0.342
E01033403,12.015,1.083,1.203,37.673,0.210,0.175
E01033404,28.795,0.966,0.619,38.294,0.337,0.788
E01033405,41.188,1.219,0.915,74.948,0.512,1.418
E01033406,15.668,0.255,1.427,38.640,0.075,0.495
E01033407,19.041,0.974,1.055,42.981,0.140,0.736
E01033408,22.827,0.422,0.013,46.351,0.207,0.399
E01033409,44.488,1.110,0.934,37.908,0.175,1.259
E01033410,19.203,0.525,-0.175,22.022,0.139,0.690
E01033411,75.106,1.878,0.903,27.790,0.423,1.563
E01033412,9.245,-0.746,0.150,16.546,0.061,-0.475
E01033413,29.995,0.049,-0.169,16.489,0.109,0.545
E01033414,26.636,-0.034,0.372,24.157,0.177,0.306
E01033415,13.179,0.660,0.904,25.778,0.096,0.365
E01033417,6.744,0.275,0.658,52.194,0.066,-0.160
E01033418,12.411,-0.272,0.110,37.614,0.128,0.299
E01033420,13.229,0.497,0.935,28.950,0.044,0.380
E01033421,31.815,0.340,0.242,16.109,0.213,1.055
E01033422,12.565,0.427,1.172,44.665,0.194,0.250
E01033423,11.706,0.260,2.060,43.966,0.079,0.194
E01033424,12.978,-0.582,0.829,32.226,0.176,0.103
E01033425,4.009,-1.701,-1.483,3.849,0.034,-0.546
E01033426,4.760,-1.365,-0.533,9.963,0.035,-0.560
E01033427,22.754,-1.060,-0.933,6.589,0.111,0.644
E01033428,3.669,-1.212,-0.943,4.701,0.054,-0.714
E01033429,28.260,-0.694,-1.009,7.188,0.083,0.634
E01033430,51.976,-0.512,-0.587,7.081,0.234,1.526
E01033431,6.631,-0.443,-1.751,5.539,0.129,-0.563
E01033432,11.551,-0.792,-0.471,14.488,0.121,0.023
E01033433,13.071,-0.723,-1.259,10.667,0.046,0.140
E01033434,7.112,-0.285,0.191,39.076,0.086,-0.156
E01033435,18.413,0.165,-0.283,1.916,0.148,0.444
E01033436,51.569,1.448,0.859,6.770,0.353,1.167
E01033437,44.320,1.916,0.714,15.277,0.264,1.285
E01033438,21.163,0.634,1.112,32.741,0.085,0.728
E01033439,10.825,0.745,0.458,55.128,0.158,0.028
E01033440,36.496,1.418,1.394,16.043,0.266,1.324
E01033441,12.269,0.515,-0.324,27.625,0.131,0.251
E01033442,8.972,-0.980,-1.069,3.599,0.057,-0.062
E01033443,16.652,-0.689,-1.914,13.959,0.032,0.492
E01033444,8.463,-0.955,-1.584,3.935,0.029,-0.122
E01033445,16.824,-0.593,-1.661,20.225,0.037,0.158
E01033446,20.929,-0.723,-0.949,44.262,0.075,0.311
E01033447,8.292,-0.993,-0.842,10.381,0.036,-0.301
E01033448,12.533,-0.578,-0.365,55.850,0.087,-0.221
E01033449,14.344,-0.626,-1.004,45.904,0.129,-0.071
E01033450,13.870,-0.200,-1.163,3.490,0.057,-0.079
E01033451,30.612,-0.709,-0.060,9.728,0.078,1.190
E01033452,21.868,-0.466,-0.037,20.713,0.087,0.663
E01033453,33.447,-0.324,-1.475,21.926,0.057,1.175
E01033454,30.875,-0.311,-0.215,27.894,0.069,0.911
E01033455,38.009,0.031,1.312,52.255,0.284,0.830
E01033456,25.772,0.480,0.832,28.421,0.289,0.148
E01033457,6.605,-0.753,1.169,32.916,0.116,-0.469
E01033458,24.650,-0.167,-0.414,12.942,0.156,0.691
E01033459,23.900,0.007,0.663,34.654,0.149,0.408
E01033460,11.008,-0.961,1.009,10.112,0.101,-0.511
E01033461,16.443,-0.657,-0.314,3.157,0.118,0.145
E01033462,19.534,0.407,0.041,13.505,0.097,-0.084
E01033463,7.344,-1.208,-0.415,21.222,0.094,-1.548
E01033464,29.929,-0.256,0.176,27.112,0.206,0.015
E01033465,3.263,-0.162,-0.133,1.530,0.054,-0.812
E01033466,64.340,1.488,1.121,5.283,0.459,1.012
E01033467,11.827,1.132,0.166,0.846,0.111,-0.504
E01033468,61.396,2.608,0.995,12.607,0.446,0.948
E01033469,57.393,1.769,1.899,13.723,0.515,1.384
E01033470,57.553,1.794,1.061,6.268,0.472,0.910
E01033471,82.920,1.367,1.316,1.596,0.654,1.613
E01033472,16.885,0.087,-1.229,1.926,0.185,0.283
E01033473,51.203,0.976,0.074,7.675,0.358,0.905
E01033474,3.781,0.573,-0.787,1.299,0.023,-0.571
E01033475,3.012,-0.382,-1.136,1.010,0.080,-0.752
E01033476,1.033,-0.591,-1.696,0.674,0.019,-1.566
E01033477,55.017,2.389,1.946,41.960,0.316,1.174
E01033478,2.496,-1.045,-1.418,0.664,0.019,-1.087
